FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;265;0,826415094;0,109433962;0,064150943;0;0;0;0;0;0
1;649;0,38366718;0,050847458;0,043143297;0,023112481;0,05238829;0,026194145;0,064714946;0,092449923;0,26348228
2;955;0,293193717;0,034554974;0,055497382;0,017801047;0,047120419;0,02408377;0,077486911;0,246073298;0,204188482
3;1098;0,261384335;0,04007286;0,0428051;0,023679417;0,043715847;0,036429872;0,101092896;0,339708561;0,111111111
4;1280;0,24375;0,03203125;0,0421875;0,02265625;0,03984375;0,03828125;0,1125;0,3953125;0,0734375
5;1374;0,231441048;0,036390102;0,034206696;0,028384279;0,041484716;0,028384279;0,128093159;0,391557496;0,080058224
6;1461;0,215605749;0,033538672;0,036960986;0,023956194;0,04312115;0,032854209;0,13963039;0,387405886;0,086926762
7;1563;0,20409469;0,032629559;0,03646833;0,026871401;0,043506078;0,032629559;0,154830454;0,369161868;0,099808061
8;1751;0,198743575;0,03083952;0,039977156;0,022272987;0,038263849;0,038834951;0,174186179;0,339805825;0,117075957
9;1840;0,201086957;0,032065217;0,035869565;0,022826087;0,041847826;0,032608696;0,169565217;0,336413043;0,127717391
10;1886;0,19088017;0,025980912;0,039236479;0,025450689;0,038176034;0,040296925;0,17709438;0,340402969;0,122481442
11;1948;0,18275154;0,035420945;0,029774127;0,026694045;0,037474333;0,040554415;0,18788501;0,325975359;0,133470226
12;2010;0,180099502;0,028358209;0,03681592;0,020895522;0,044278607;0,041791045;0,189552239;0,32039801;0,137810945
13;2088;0,182950192;0,029214559;0,034961686;0,023467433;0,038314176;0,040708812;0,191091954;0,310823755;0,148467433
14;2146;0,174277726;0,02889096;0,034482759;0,023299161;0,040540541;0,041472507;0,192917055;0,306616962;0,15750233
15;2216;0,1683213;0,027978339;0,034747292;0,022111913;0,037906137;0,046028881;0,2066787;0,291967509;0,164259928
