;perfil: distancia;perfil: espesor
0;-0,05;0,011000000000000001
1;0,0;0,009000000000000001
2;0,05;0,013999999999999999
3;0,1;0,018000000000000002
4;0,15;0,019
5;0,2;0,021
6;0,25;0,021
7;0,3;0,020499999999999997
8;0,35;0,018000000000000002
9;0,355;0,013000000000000001
10;0,36;0,0
