densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;nan;0.00143;23;no;5e-06;15;5cc50C;sin datos flir;1;1;50;2016-06-02 00:00:00
