;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;5,166666666666664;0,01;0,01;0,02;0,045
2;8,5;0,02;0,02;0,04;0,06
3;12,5;0,03;0,023;0,053;0,075
4;17,5;0,04;0,027000000000000003;0,067;0,084
5;22,83333333333333;0,05;0,03;0,08;0,098
6;29,499999999999993;0,06;0,034;0,094;0,11
7;35,666666666666664;0,07;0,035;0,105;0,115
8;42,166666666666664;0,08;0,036000000000000004;0,11599999999999999;0,12
9;48,74999999999999;0,09;0,038;0,128;0,124
10;57,416666666666664;0,1;0,04;0,14;0,132
11;67,33333333333334;0,11;0,042;0,152;0,14
12;77,25;0,12;0,043;0,163;0,14800000000000002
13;89,03333333333333;0,13;0,045;0,175;0,158
14;103,08333333333331;0,14;0,047;0,187;0,17
15;120,0;0,15;0,049;0,19899999999999998;0,18
16;140,16666666666666;0,16;0,052000000000000005;0,212;0,192
17;160,16666666666666;0,17;0,055;0,225;0,20199999999999999
18;180,16666666666666;0,18;0,057999999999999996;0,23800000000000002;0,218
19;200,16666666666666;0,19;0,06;0,25;0,226
20;220,16666666666666;0,2;0,062;0,262;0,23800000000000002
21;245,16666666666666;0,21;0,065;0,275;0,25
22;265,1666666666667;0,22;0,066;0,28600000000000003;0,26
23;290,1666666666667;0,23;0,067;0,297;0,268
24;315,1666666666667;0,24;0,068;0,308;0,272
25;360,1666666666667;0,25;0,068;0,318;0,276
26;430,1666666666667;0,26;0,068;0,32799999999999996;0,28
27;550,1666666666666;0,27;0,069;0,33899999999999997;0,284
28;740,1666666666666;0,28;0,069;0,349;0,284
29;1020,1666666666666;0,29;0,069;0,359;0,284
30;1163,5166666666667;0,297;0,069;0,366;0,284
31;1321,6666666666667;0,298;0,07;0,368;0,285
32;1412,6666666666667;0,299;0,07;0,369;0,285
33;1492,6666666666667;0,2995;0,07;0,36950000000000005;0,285
34;1556,6666666666667;0,3;0,07;0,37;0,285
35;1619,6666666666667;0,302;0,07;0,37200000000000005;0,28600000000000003
36;1685,6666666666667;0,304;0,07;0,374;0,28600000000000003
37;1750,6666666666667;0,305;0,07;0,375;0,28600000000000003
38;1817,6666666666667;0,306;0,07;0,376;0,287
39;1882,6666666666667;0,309;0,07;0,379;0,287
40;1947,6666666666667;0,3095;0,07;0,3795;0,287
41;2012,6666666666667;0,31;0,07;0,38;0,289
42;2077,6666666666665;0,311;0,07;0,381;0,289
43;2143,6666666666665;0,312;0,07;0,382;0,289
44;2206,6666666666665;0,315;0,07;0,385;0,289
45;2273,6666666666665;0,316;0,07;0,386;0,289
46;2338,6666666666665;0,318;0,07;0,38799999999999996;0,289
47;2399,6666666666665;0,319;0,07;0,389;0,289
48;2461,6666666666665;0,319;0,07;0,389;0,289
49;2527,6666666666665;0,32;0,07;0,39;0,289
50;2588,6666666666665;0,32;0,07;0,39;0,289
51;2657,6666666666665;0,32;0,07;0,39;0,289
52;2722,6666666666665;0,321;0,07;0,391;0,289
53;2788,6666666666665;0,322;0,07;0,392;0,29
54;2854,6666666666665;0,322;0,07;0,392;0,29
55;2922,6666666666665;0,32299999999999995;0,07;0,39299999999999996;0,29
56;2986,6666666666665;0,325;0,07;0,395;0,29
57;3370,6666666666665;0,32799999999999996;0,07;0,39799999999999996;0,29
58;3694,6666666666665;0,32799999999999996;0,07;0,39799999999999996;0,29
59;4019,6666666666665;0,32899999999999996;0,07;0,39899999999999997;0,29
60;4362,666666666667;0,32899999999999996;0,07;0,39899999999999997;0,29
61;4668,666666666667;0,33;0,07;0,4;0,29
62;4978,666666666667;0,332;0,07;0,402;0,29
63;5292,666666666667;0,33299999999999996;0,07;0,40299999999999997;0,29
64;5606,666666666667;0,33399999999999996;0,07;0,40399999999999997;0,29
65;6210,666666666667;0,335;0,07;0,405;0,29
66;6819,666666666667;0,335;0,07;0,405;0,29
67;7423,666666666667;0,335;0,07;0,405;0,29
