;perfil: distancia;perfil: espesor
0;-0,05;0,013000000000000001
1;0,0;0,01
2;0,05;0,012
3;0,1;0,016
4;0,15;0,019
5;0,2;0,02
6;0,25;0,02
7;0,3;0,018000000000000002
8;0,33;0,013999999999999999
9;0,34;0,0
