densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;hay fotos;0.00143;23.8;no;1e-05;10.5;10cc24C;nan;25;1;23.8;2016-09-27 00:00:00
