;perfil: distancia;perfil: espesor
0;-0,075;0,0
1;-0,07;0,005
2;-0,05;0,008
3;-0,03;0,0095
4;0,0;0,006999999999999999
5;0,05;0,01
6;0,1;0,0125
7;0,15;0,013999999999999999
8;0,2;0,013999999999999999
9;0,25;0,012
10;0,3;0,015
11;0,35;0,013000000000000001
12;0,4;0,0095
13;0,413;0,006
14;0,415;0,0
