densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;24.6;si, punto eyeccion;1,00E-06;10;1cc55C;nan;8;3;54.4;26/06/2016 0:00;27,5;54;82;2200
