densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;23.9;si, punto eyeccion;1e-06;10;1cc47C;nan;7;2;46.7;26/06/2016 0:00;28;52;63;1800
