;perfil: distancia;perfil: espesor
0;0,0;0,013999999999999999
1;0,05;0,015
2;0,1;0,018000000000000002
3;0,15;0,018500000000000003
4;0,2;0,019
5;0,25;0,018500000000000003
6;0,3;0,018000000000000002
7;0,31;0,017
8;0,32;0,0165
9;0,33;0,015
10;0,33399999999999996;0,0
