tf;av;max
95,967;45,2;45,5
96,967;45,2;45,4
97,967;45,2;45,4
98,967;45,1;45,4
99,967;45,1;45,4
100,967;45,2;45,4
101,967;45,1;45,4
102,967;45,1;45,4
103,967;45,1;45,4
104,967;45,1;45,4
105,967;45,1;45,5
106,967;45,0;45,4
107,967;45,1;45,4
108,967;45,0;45,4
109,967;45,0;45,4
110,967;45,0;45,4
111,967;45,0;45,3
112,967;44,9;45,3
113,967;44,9;45,2
114,967;44,8;45,2
115,967;44,8;45,2
116,967;44,8;45,1
117,967;44,8;45,1
118,967;44,8;45,1
119,967;44,8;45,0
120,967;44,8;45,1
121,967;44,7;45,0
122,967;44,7;44,9
123,967;44,6;44,9
124,967;44,6;44,9
125,967;44,6;44,9
126,967;44,5;44,8
127,967;44,5;44,8
128,967;44,5;44,8
129,967;44,5;44,8
130,967;44,5;44,7
131,967;44,4;44,7
132,967;44,4;44,6
133,967;44,4;44,7
134,967;44,4;44,7
135,967;44,4;44,6
136,967;44,4;44,6
137,967;44,4;44,6
138,967;44,4;44,6
139,967;44,3;44,6
140,967;44,3;44,6
141,967;44,3;44,6
142,967;44,3;44,6
143,967;44,3;44,5
144,967;44,2;44,6
145,967;44,2;44,5
146,967;44,2;44,5
147,967;44,2;44,5
148,967;44,2;44,5
149,967;44,2;44,5
152,567;44,2;44,5
153,567;44,2;44,5
154,567;44,3;44,5
155,567;44,2;44,4
156,567;44,2;44,5
157,567;44,2;44,5
158,567;44,2;44,5
159,567;44,2;44,5
160,567;44,2;44,5
161,567;44,2;44,5
162,567;44,2;44,5
163,567;44,2;44,5
164,567;44,2;44,5
165,567;44,2;44,5
166,567;44,2;44,5
167,567;44,2;44,5
168,567;44,2;44,5
169,567;44,2;44,5
170,567;44,2;44,5
171,567;44,2;44,5
172,567;44,2;44,5
173,567;44,2;44,5
174,567;44,2;44,4
175,567;44,2;44,5
176,567;44,2;44,4
177,567;44,2;44,5
178,567;44,2;44,5
179,567;44,2;44,5
180,567;44,2;44,5
181,567;44,2;44,5
182,567;44,2;44,5
183,567;44,3;44,6
184,567;44,3;44,6
185,567;44,3;44,6
186,567;44,3;44,6
187,567;44,3;44,6
188,567;44,3;44,7
189,567;44,4;44,7
190,567;44,4;44,7
191,567;44,4;44,7
192,567;44,4;44,7
193,567;44,5;44,8
194,567;44,5;44,8
195,567;44,5;44,8
196,567;44,5;44,8
197,567;44,5;44,8
198,567;44,5;44,8
199,567;44,5;44,9
200,567;44,5;44,8
201,567;44,5;44,9
202,567;44,5;44,9
203,567;44,5;44,9
204,567;44,5;44,9
205,567;44,5;44,9
206,567;44,5;45,0
207,567;44,6;45,0
208,567;44,5;45,0
209,567;44,6;45,0
210,567;44,5;45,0
211,567;44,6;45,0
212,567;44,6;45,0
213,567;44,6;45,0
214,567;44,6;45,2
215,567;44,6;45,1
216,567;44,6;45,0
217,567;44,6;45,0
218,567;44,7;45,1
219,567;44,6;45,1
220,567;44,6;45,1
221,567;44,6;45,1
222,567;44,6;45,1
223,567;44,6;45,1
224,567;44,6;45,1
225,567;44,7;45,0
226,567;44,7;45,0
227,567;44,6;45,1
228,567;44,6;45,1
229,567;44,6;45,1
230,567;44,6;45,1
231,567;44,6;45,1
232,6;44,7;45,1
233,6;44,6;45,1
234,6;44,6;45,0
235,6;44,6;45,0
236,6;44,7;45,0
237,6;44,7;45,1
238,6;44,7;45,1
239,6;44,7;45,1
240,6;44,7;45,1
241,6;44,7;45,1
242,6;44,7;45,0
243,6;44,7;45,1
244,6;44,7;45,1
245,6;44,7;45,1
246,6;44,7;45,1
247,6;44,7;45,1
248,6;51,0;70,8
251,066;44,8;45,1
252,066;44,8;45,1
253,066;44,7;45,0
254,066;44,7;45,1
255,066;44,7;45,0
256,066;44,7;45,0
257,066;44,6;45,0
258,066;44,7;45,0
259,066;44,6;45,1
260,066;44,7;45,0
261,066;44,7;45,1
262,066;44,7;45,0
263,066;44,7;45,0
264,066;44,7;45,0
265,066;44,6;45,0
266,066;44,6;45,0
267,066;44,7;45,0
268,066;44,7;45,0
269,066;44,6;45,0
270,066;44,6;45,0
271,066;44,7;45,0
272,066;44,6;45,0
273,066;44,6;45,0
274,066;44,6;45,1
275,066;44,6;45,0
276,066;44,6;45,0
277,066;44,6;45,0
278,066;44,6;45,0
279,066;44,6;45,0
280,066;44,7;45,0
281,066;44,6;45,1
282,066;44,6;45,0
283,066;44,6;45,0
284,066;44,6;45,0
285,066;44,7;45,1
286,066;44,6;45,0
287,066;44,6;45,0
288,066;44,6;45,0
289,066;44,7;45,0
290,066;44,6;45,0
291,066;44,6;45,0
292,066;44,6;45,0
293,066;44,6;45,0
294,066;44,6;45,0
295,066;44,6;45,0
296,066;44,7;45,0
297,066;44,7;45,0
298,066;44,7;45,0
299,066;44,6;45,0
300,066;44,7;45,1
301,066;44,7;45,0
302,066;44,7;45,0
303,066;44,7;45,1
304,066;44,7;45,0
305,066;44,7;45,0
306,066;44,7;45,0
307,066;44,6;45,0
308,066;44,6;45,0
309,066;44,6;45,0
310,066;44,6;45,0
311,066;44,6;45,0
312,066;44,6;45,0
313,066;44,6;45,0
314,066;44,6;45,0
315,066;44,6;44,9
316,066;44,6;44,9
317,066;44,6;45,0
318,066;44,6;44,9
319,066;44,6;44,9
320,066;44,6;45,0
321,066;44,6;44,9
322,066;44,6;45,0
323,066;44,6;44,9
324,066;44,6;45,0
325,066;44,5;44,9
326,066;44,5;44,9
327,066;44,5;44,9
328,066;44,5;44,9
329,066;44,5;44,8
330,066;44,5;44,9
331,066;44,5;44,9
332,066;44,5;44,9
333,066;44,5;44,8
334,066;44,5;44,8
335,066;44,4;44,8
336,066;44,5;44,8
337,066;44,5;44,8
338,066;44,4;44,8
339,066;44,4;44,8
340,066;44,4;44,8
341,066;44,4;44,7
342,066;44,4;44,7
343,066;44,4;44,7
344,066;44,4;44,8
345,066;44,4;44,7
346,066;44,4;44,7
347,066;44,3;44,6
348,066;44,4;44,6
349,066;44,4;44,6
350,066;44,4;44,7
351,066;44,4;44,6
352,066;44,4;44,6
353,066;44,4;44,6
354,066;44,4;44,6
355,066;44,3;44,6
356,066;44,3;44,6
357,066;44,3;44,6
358,066;29,1;29,4
360,466;44,4;44,6
361,466;44,4;44,6
362,466;44,4;44,5
363,466;44,3;44,5
364,466;44,4;44,5
365,466;44,4;44,5
366,466;44,3;44,5
367,466;44,3;44,5
368,466;44,3;44,5
369,466;44,3;44,4
370,466;44,3;44,4
371,466;44,3;44,5
372,466;44,3;44,4
373,466;44,3;44,4
374,466;44,3;44,4
375,466;44,2;44,4
376,466;44,2;44,4
377,466;44,2;44,3
378,466;44,2;44,4
379,466;44,2;44,3
380,466;44,2;44,3
381,466;44,2;44,3
382,466;44,2;44,4
383,466;44,2;44,4
384,466;44,1;44,4
385,466;44,1;44,4
386,466;44,1;44,4
387,466;44,0;44,4
388,466;44,0;44,4
389,466;44,0;44,4
390,466;44,0;44,3
391,466;44,0;44,3
392,466;44,0;44,3
393,466;44,0;44,3
394,466;44,0;44,4
395,466;44,0;44,3
396,466;44,0;44,4
397,466;44,0;44,3
398,466;44,0;44,3
399,466;44,0;44,3
400,466;43,9;44,2
401,466;43,8;44,5
402,466;43,7;44,4
403,466;43,8;44,4
404,466;43,9;44,4
405,466;43,8;44,4
406,466;43,8;44,3
407,466;43,8;44,3
408,466;43,8;44,2
409,466;43,8;44,1
410,466;43,8;44,0
411,466;43,7;44,0
412,466;43,8;44,0
413,466;43,8;43,9
414,466;43,8;43,9
415,466;43,5;43,8
416,466;43,6;43,8
417,466;43,6;43,8
418,466;43,6;43,8
419,466;43,6;43,8
420,466;43,6;43,7
421,466;43,5;43,8
422,466;43,5;43,8
423,466;43,5;43,8
424,466;43,4;43,7
425,466;43,3;43,6
426,466;43,4;43,7
427,466;43,4;43,7
428,466;43,4;43,7
429,466;43,3;43,6
430,466;43,2;43,6
431,466;43,2;43,6
432,466;43,2;43,5
433,466;43,2;43,5
434,466;43,2;43,5
435,466;43,2;43,4
436,466;43,2;43,4
437,466;43,2;43,4
438,466;43,2;43,4
439,466;43,2;43,3
440,466;43,2;43,3
441,466;43,1;43,3
442,466;43,1;43,4
443,466;43,0;43,4
444,466;43,0;43,4
445,466;43,0;43,4
446,466;43,0;43,5
447,466;42,9;43,4
448,466;42,9;43,5
449,466;42,8;43,5
450,466;42,8;43,5
451,466;42,8;43,4
452,466;42,8;43,4
453,466;42,8;43,4
454,466;42,9;43,5
455,466;42,9;43,5
456,466;43,0;43,5
457,466;42,8;43,3
458,466;42,8;43,4
459,466;42,8;43,3
460,466;42,8;43,3
461,466;42,7;43,3
462,466;42,7;43,3
463,466;42,6;43,3
464,466;42,5;43,3
465,466;42,6;43,3
466,466;42,5;43,3
467,466;42,5;43,4
468,466;42,4;43,3
469,466;42,4;43,2
470,466;42,3;43,2
471,466;42,2;43,0
472,466;42,2;43,1
473,466;42,2;43,1
474,466;42,3;43,0
475,466;42,1;43,0
476,466;42,1;43,0
477,466;42,1;43,1
478,466;42,0;43,1
479,466;42,2;42,9
480,466;42,1;42,8
481,466;42,2;42,8
482,466;42,1;42,8
483,466;42,0;42,9
484,466;42,1;42,9
485,466;42,3;42,9
486,466;42,3;43,0
487,466;42,3;43,1
488,466;42,3;43,1
489,466;42,4;43,0
490,466;42,4;43,1
491,466;42,4;43,1
492,466;42,5;43,1
493,466;42,5;43,1
494,466;42,5;43,1
495,466;42,6;43,1
496,466;42,6;43,1
497,466;42,6;43,0
498,466;42,6;43,1
499,466;42,6;43,0
500,466;42,6;43,1
501,466;50,0;69,8
503,733;42,7;43,2
504,733;42,7;43,2
505,733;42,6;43,2
506,733;42,6;43,3
507,733;42,6;43,3
508,733;42,6;43,2
509,733;42,6;43,3
510,733;42,6;43,3
511,733;42,7;43,3
512,733;42,7;43,2
513,733;42,7;43,3
514,733;42,7;43,3
515,733;42,7;43,3
516,733;42,7;43,3
517,733;42,7;43,2
518,733;42,7;43,2
519,733;42,8;43,3
520,733;42,8;43,2
521,733;42,8;43,2
522,733;42,8;43,3
523,733;42,8;43,2
524,733;42,8;43,3
525,733;42,9;43,3
526,733;42,9;43,3
527,733;42,8;43,2
528,733;42,9;43,3
529,733;42,9;43,2
530,733;42,9;43,3
531,733;42,9;43,2
532,733;42,9;43,2
533,733;42,9;43,2
534,733;42,9;43,2
535,733;42,9;43,2
536,733;42,9;43,2
537,733;42,9;43,2
538,733;42,9;43,2
539,733;42,9;43,1
540,733;42,9;43,1
541,733;42,9;43,1
542,733;42,9;43,1
543,733;42,9;43,1
544,733;42,9;43,1
545,733;42,9;43,1
546,733;42,9;43,1
547,766;42,9;43,1
548,766;42,9;43,1
549,766;42,8;43,1
550,766;42,9;43,1
551,766;42,9;43,1
552,766;42,8;43,0
553,766;42,8;43,0
554,766;42,8;43,0
555,766;42,8;43,0
556,766;42,8;43,0
557,766;42,7;43,0
558,766;42,7;42,9
559,766;42,7;42,9
560,766;42,7;43,0
561,766;42,6;42,9
562,766;42,6;42,9
563,766;42,6;43,0
564,766;42,6;42,9
565,766;42,6;42,9
566,766;42,5;42,9
567,766;42,5;42,9
568,766;42,5;42,9
569,766;42,4;42,8
570,766;42,4;42,9
571,766;42,4;42,9
572,766;42,4;42,8
573,766;42,4;42,8
574,766;42,5;42,9
575,766;42,5;42,9
576,766;42,4;42,8
577,766;42,5;42,8
578,766;42,4;42,8
579,766;42,4;42,8
580,766;42,4;42,8
581,766;42,4;42,8
582,766;42,4;42,8
583,766;42,3;42,8
584,766;42,4;42,7
585,766;42,3;42,8
586,766;42,4;42,8
587,766;42,4;42,8
588,766;42,4;42,7
589,766;42,4;42,7
590,766;42,5;42,7
591,766;42,5;42,7
592,766;42,5;42,7
593,766;42,5;42,7
594,766;42,5;42,7
595,766;42,5;42,7
596,766;42,6;42,7
597,766;42,6;42,8
598,766;42,6;42,8
599,766;42,6;42,8
600,766;42,6;42,8
601,766;42,6;42,8
602,766;42,5;42,8
603,766;42,5;42,8
604,766;42,5;42,8
605,766;42,5;42,8
606,766;42,6;42,8
607,766;42,6;42,8
608,766;42,6;42,9
609,766;42,5;42,8
610,766;42,6;42,8
611,766;42,6;42,9
612,766;42,6;42,8
613,766;42,5;42,8
614,766;42,6;42,8
615,766;42,6;42,8
616,766;42,6;42,9
617,766;42,6;42,9
618,766;42,7;42,9
619,766;42,7;42,9
620,766;42,7;42,9
621,766;42,7;43,0
622,766;42,7;42,9
623,766;42,7;43,0
624,766;42,8;43,0
625,766;42,8;43,1
626,766;42,8;43,0
627,766;42,8;43,1
628,766;42,8;43,1
629,766;42,8;43,1
630,766;42,8;43,1
631,766;42,8;43,2
632,766;42,8;43,1
633,766;42,9;43,2
634,766;42,9;43,1
635,766;42,9;43,1
636,766;42,9;43,2
637,766;42,9;43,2
638,766;42,9;43,1
639,766;42,9;43,2
640,766;42,9;43,2
641,766;42,9;43,2
642,766;42,9;43,2
643,766;42,9;43,2
644,766;42,9;43,2
645,766;42,9;43,2
646,766;42,8;43,1
647,766;42,5;42,9
648,766;42,7;43,0
649,766;42,7;43,0
650,766;42,6;43,0
651,766;42,5;42,9
652,766;42,5;42,8
653,766;42,4;42,7
654,766;42,4;42,8
655,766;42,5;42,8
656,766;42,5;42,9
657,766;42,4;42,8
660,899;42,5;42,9
661,899;42,6;43,0
662,899;42,4;42,9
663,899;42,5;42,9
664,899;42,6;43,1
665,899;42,6;43,1
666,899;42,6;43,0
667,899;42,7;43,1
668,899;42,7;43,2
669,899;42,6;43,2
670,899;42,6;43,1
671,899;42,6;43,1
672,899;42,6;43,2
673,899;42,6;43,2
674,899;42,6;43,1
675,899;42,5;43,0
676,899;42,5;43,1
677,899;42,5;43,0
678,899;42,5;43,1
679,899;42,4;43,0
680,899;42,4;43,0
681,899;42,3;42,9
682,899;42,4;42,9
683,899;42,4;42,9
684,899;42,2;42,9
685,899;42,3;42,8
686,899;42,2;42,8
687,899;42,3;42,9
688,899;42,2;42,9
689,899;42,3;42,9
690,899;42,3;42,8
691,899;42,2;42,8
692,899;42,2;42,9
693,899;42,0;42,7
694,899;42,2;42,8
695,899;42,2;42,9
696,899;42,1;42,8
697,899;42,2;42,8
698,899;42,2;42,9
699,899;42,2;42,8
700,899;42,3;42,9
701,899;42,2;42,8
702,899;42,4;42,9
703,899;42,0;42,7
704,899;42,2;42,7
705,899;42,0;42,7
706,899;42,0;42,7
707,899;42,1;42,8
708,899;42,1;42,7
709,899;42,0;42,7
710,899;42,2;42,8
711,899;42,0;42,6
712,899;42,0;42,5
713,899;42,1;42,6
714,899;42,0;42,7
715,899;41,9;42,6
716,899;41,8;42,6
717,899;42,0;42,6
718,899;42,2;42,7
719,899;42,2;42,8
720,899;42,2;42,8
721,899;42,4;42,9
722,899;42,4;43,0
723,899;42,5;43,0
724,899;42,4;42,9
725,899;42,4;43,0
726,899;42,3;42,9
727,899;42,3;43,0
728,899;42,3;43,0
729,899;42,4;43,0
730,899;42,3;43,0
731,899;42,3;42,9
732,899;42,2;42,8
733,899;42,2;42,8
734,899;42,3;42,9
735,899;42,3;42,9
736,899;42,3;42,9
737,899;42,3;43,0
738,899;42,2;42,9
739,899;42,2;43,0
740,899;42,1;42,8
741,899;42,2;42,9
742,899;42,3;43,0
743,899;42,4;43,1
744,899;42,5;43,1
745,899;42,5;43,2
746,899;42,5;43,2
747,899;42,6;43,2
748,899;42,6;43,2
749,899;42,6;43,3
750,899;42,6;43,2
751,899;42,6;43,2
752,899;42,7;43,3
753,899;42,5;43,2
754,899;42,3;43,1
755,899;42,2;43,1
756,899;42,4;43,2
757,899;42,5;43,2
758,899;42,5;43,2
759,899;42,5;43,2
760,899;42,3;43,1
761,899;42,3;43,0
762,899;42,3;43,1
763,899;42,4;43,1
764,899;42,3;43,2
765,899;42,3;43,3
766,899;42,4;43,1
767,899;42,4;43,2
768,899;42,4;43,2
769,899;42,3;43,2
770,899;42,1;43,1
771,899;42,3;43,2
772,899;42,3;43,2
773,899;42,4;43,3
774,899;42,5;43,3
775,899;42,5;43,3
776,899;42,5;43,4
777,899;42,6;43,4
778,899;42,6;43,3
779,899;42,5;43,4
780,899;42,4;43,4
781,899;42,6;43,4
782,899;42,6;43,4
783,899;42,7;43,4
784,899;42,6;43,4
785,899;42,6;43,4
786,899;42,6;43,5
787,899;42,5;43,5
788,899;42,5;43,5
789,899;42,6;43,5
790,899;42,6;43,5
791,899;42,5;43,4
792,899;42,5;43,4
793,899;42,6;43,4
794,899;42,5;43,3
795,899;42,6;43,2
796,899;42,5;43,2
797,899;42,6;43,3
798,899;42,6;43,3
799,899;42,6;43,3
800,899;42,7;43,4
801,899;42,8;43,2
802,899;42,6;43,2
803,899;42,5;42,9
804,899;42,6;43,0
805,899;42,6;43,1
806,899;42,7;43,1
807,899;42,4;43,0
808,899;42,5;43,0
809,899;42,5;43,0
810,899;42,6;43,1
811,899;42,6;43,1
812,899;42,6;43,0
813,899;42,6;43,1
814,899;42,6;43,1
815,899;42,6;43,1
816,899;42,6;43,1
817,899;42,6;43,1
818,899;42,6;43,1
819,899;42,6;43,2
820,899;42,7;43,2
821,899;42,7;43,3
822,899;42,6;43,3
823,899;42,5;43,2
824,899;42,7;43,3
825,899;42,7;43,3
826,899;42,7;43,4
827,899;42,7;43,4
828,899;42,7;43,5
829,899;42,7;43,5
830,899;50,8;70,4
832,999;42,7;43,7
833,999;42,8;43,7
834,999;42,8;43,7
835,999;42,8;43,7
836,999;42,8;43,7
837,999;42,8;43,8
838,999;42,7;43,7
839,999;42,7;43,7
840,999;42,7;43,8
841,999;42,7;43,7
842,999;42,7;43,8
843,999;42,7;43,7
844,999;42,7;43,7
845,999;42,7;43,7
846,999;42,7;43,8
847,999;42,7;43,8
848,999;42,7;43,7
849,999;42,7;43,6
850,999;42,7;43,6
851,999;42,7;43,5
852,999;42,6;43,3
853,999;42,5;43,3
854,999;42,2;43,1
855,999;42,3;43,1
856,999;42,2;43,2
857,999;42,3;43,3
858,999;42,4;43,3
859,999;42,5;43,4
860,999;42,5;43,3
861,999;42,4;43,3
862,999;42,3;43,3
863,999;42,3;43,3
864,999;42,3;43,3
865,999;42,3;43,3
866,999;42,3;43,4
867,999;42,4;43,4
868,999;42,4;43,3
869,999;42,2;43,4
870,999;42,2;43,3
871,999;42,3;43,4
872,999;42,4;43,4
873,999;42,4;43,5
874,999;42,4;43,5
875,999;42,4;43,5
876,999;42,3;43,5
877,999;42,2;43,5
878,999;42,2;43,5
879,999;42,1;43,5
880,999;42,1;43,5
881,999;42,3;43,5
882,999;42,3;43,6
883,999;42,5;43,6
884,999;42,5;43,7
885,999;42,4;43,7
886,999;42,4;43,6
887,999;42,4;43,6
888,999;42,3;43,6
889,999;42,4;43,6
890,999;42,5;43,6
891,999;42,6;43,7
892,999;42,6;43,7
893,999;42,7;43,8
894,999;42,6;43,7
895,999;42,4;43,6
896,999;42,3;43,5
897,999;42,3;43,3
898,999;42,3;43,4
899,999;42,2;43,4
900,999;42,4;43,5
901,999;42,5;43,6
902,999;42,4;43,6
903,999;42,4;43,5
904,999;42,4;43,6
905,999;42,2;43,4
906,999;42,3;43,5
907,999;42,4;43,5
908,999;42,5;43,6
909,999;42,5;43,7
910,999;42,5;43,8
911,999;42,4;43,8
912,999;42,5;43,8
913,999;42,6;43,8
914,999;42,6;43,8
916,032;42,5;43,8
917,032;42,6;43,8
918,032;42,7;43,8
919,032;42,7;43,8
920,032;42,7;43,8
921,032;42,5;43,8
922,032;42,4;43,7
923,032;42,4;43,7
924,032;42,5;43,7
925,032;42,5;43,7
926,032;42,5;43,7
927,032;42,5;43,7
928,032;42,4;43,6
929,032;42,3;43,7
930,032;42,2;43,7
931,032;42,2;43,6
932,032;42,3;43,6
933,032;42,2;43,6
934,032;42,1;43,6
935,032;42,0;43,5
936,032;42,0;43,5
937,032;42,0;43,4
938,032;42,1;43,5
939,032;42,2;43,4
940,032;42,2;43,4
941,032;42,2;43,3
942,032;42,3;43,3
943,032;42,3;43,3
944,032;42,4;43,3
945,032;42,4;43,2
946,032;42,4;43,2
947,032;42,4;43,1
948,032;42,3;43,1
949,032;42,3;43,1
950,032;42,4;43,0
951,032;42,4;42,9
952,032;42,3;42,9
953,032;42,3;42,9
954,032;42,3;42,8
955,032;42,3;42,8
956,032;42,3;42,7
957,032;42,2;42,7
958,032;42,2;42,6
959,032;42,2;42,6
960,032;42,1;42,5
961,032;42,1;42,5
962,032;42,1;42,4
963,032;42,0;42,5
964,032;41,9;42,4
965,032;41,9;42,4
966,032;41,9;42,5
967,032;41,9;42,4
968,032;41,9;42,4
969,032;41,8;42,4
970,032;41,8;42,3
971,032;41,8;42,2
972,032;41,8;42,3
973,032;41,8;42,2
974,032;41,8;42,2
975,032;41,7;42,2
976,032;41,7;42,3
977,032;41,6;42,2
978,032;41,6;42,1
979,032;41,6;42,1
980,032;41,5;42,1
981,032;41,5;42,1
982,032;41,5;42,1
983,032;41,4;42,1
984,032;41,4;42,0
985,032;41,2;42,0
986,032;41,0;42,0
987,032;40,9;42,0
988,032;40,8;42,0
989,032;40,8;42,0
990,032;40,9;41,9
991,032;41,0;42,0
992,032;41,0;41,9
993,032;41,1;41,9
994,032;41,1;42,0
995,032;41,1;42,0
996,032;41,1;41,9
997,032;41,1;42,0
998,032;41,1;41,9
999,032;41,1;41,9
1000,032;41,1;41,9
1001,032;41,1;41,9
1002,032;41,1;41,9
1003,032;41,1;41,9
1004,032;41,1;41,9
1005,032;41,1;41,9
1006,032;41,1;41,9
1007,032;41,1;41,9
1008,032;41,1;41,9
1009,032;41,1;41,9
1010,032;41,1;41,8
1011,032;41,0;41,7
1012,066;41,0;41,8
1013,066;41,1;41,6
1014,066;41,1;41,6
1015,066;41,1;41,8
1016,066;41,0;41,7
1017,066;40,9;41,4
1018,066;40,9;41,4
1019,066;40,6;41,2
1020,066;40,7;41,2
1021,066;40,7;41,3
1024,999;40,6;41,3
1025,999;40,7;41,4
1026,999;40,8;41,4
1027,999;40,7;41,3
1028,999;40,6;41,3
1029,999;40,6;41,3
1030,999;40,6;41,2
1031,999;40,6;41,2
1032,999;40,6;41,3
1033,999;40,5;41,0
1034,999;40,5;41,1
1035,999;40,4;40,9
1036,999;40,3;40,9
1037,999;40,4;40,9
1038,999;40,3;40,8
1039,999;40,3;40,8
1040,999;40,2;40,8
1041,999;40,3;40,8
1042,999;40,2;40,7
1043,999;40,3;40,8
1044,999;40,2;40,8
1045,999;40,2;40,7
1046,999;40,2;40,7
1047,999;40,1;40,6
1048,999;40,1;40,6
1049,999;40,3;40,7
1050,999;40,3;40,7
1051,999;40,3;40,8
1052,999;40,4;40,9
1053,999;40,4;40,9
1054,999;40,4;40,8
1055,999;40,2;40,7
1056,999;40,2;40,8
1057,999;40,2;40,7
1058,999;40,2;40,8
1059,999;40,2;40,8
1060,999;40,2;40,8
1062,032;40,2;40,7
1063,032;40,2;40,7
1064,032;40,1;40,7
1065,032;40,1;40,8
1066,032;40,2;40,8
1067,032;40,2;40,8
1068,032;40,2;40,9
1069,032;40,0;40,6
1070,032;40,2;40,8
1071,032;39,9;40,7
1072,032;39,9;40,6
1073,032;40,1;40,7
1074,032;40,0;40,8
1075,032;40,1;40,8
1076,032;40,0;40,8
1077,032;40,2;40,8
1078,032;40,2;40,9
1079,032;40,3;41,0
1080,032;40,2;40,9
1081,032;40,2;40,8
1082,032;40,0;40,9
1083,032;40,1;40,7
1084,032;40,1;40,8
1085,032;40,2;40,9
1086,032;40,2;40,9
1087,032;40,3;41,0
1088,032;40,2;40,9
1089,032;40,3;41,0
1090,032;40,3;41,0
1091,032;40,2;40,8
1092,032;40,2;40,9
1093,032;40,1;40,8
1094,032;40,3;40,8
1095,032;40,4;40,9
1096,032;40,3;40,8
1097,032;40,4;40,8
1098,032;40,4;40,8
1099,032;40,4;40,9
1100,032;40,2;40,8
1101,032;40,2;40,7
1102,032;40,2;40,7
1103,032;40,2;40,7
1104,032;40,2;40,7
1105,032;40,3;40,7
1106,032;40,2;40,7
1107,032;40,2;40,6
1108,032;40,3;40,7
1109,032;40,4;40,8
1110,032;40,3;40,7
1111,032;40,2;40,7
1112,032;40,4;40,8
1113,032;40,3;40,8
1114,032;40,2;40,7
1115,032;40,2;40,7
1116,032;40,3;40,8
1117,032;40,3;40,8
1118,032;40,3;40,8
1119,032;40,4;40,8
1120,032;40,3;40,7
1121,032;40,3;40,7
1122,032;40,3;40,7
1123,032;40,4;40,8
1124,032;40,4;40,9
1125,032;40,4;40,9
1126,032;40,4;40,8
1127,032;40,4;40,8
1128,032;40,4;40,8
1129,032;40,3;40,7
1130,032;40,3;40,7
1131,032;40,3;40,7
1132,032;40,3;40,7
1133,032;40,4;40,8
1134,032;40,5;40,9
1135,032;40,5;41,0
1136,032;40,5;40,8
1137,032;40,4;40,7
1138,032;40,4;40,7
1139,032;40,4;40,7
1140,032;40,4;40,8
1141,032;40,4;40,8
1142,032;40,4;40,7
1143,032;40,4;40,8
1144,032;40,4;40,7
1145,032;40,4;40,7
1146,032;40,5;40,8
1147,032;40,5;40,8
1148,032;40,3;40,7
1149,032;40,2;40,6
1150,032;40,3;40,6
1151,032;40,4;40,7
1152,032;40,5;40,8
1153,032;40,4;40,7
1154,032;40,3;40,5
1155,032;40,3;40,6
1156,032;40,5;40,7
1157,032;40,5;40,7
1158,032;40,4;40,6
1159,032;40,3;40,5
1160,032;40,4;40,6
1161,032;40,4;40,5
1162,032;40,3;40,5
1163,032;40,4;40,5
1164,032;40,4;40,7
1165,032;40,4;40,6
1166,032;40,5;40,7
