frame;frente
0;37,375
1;40,75
2;42,5
3;43,125
4;51,5
5;50,875
6;50,5
7;50
8;49,5
9;49,5
10;49,75
11;49,5
12;49,25
13;48,625
14;48,75
15;48,625
16;48,5
17;48,375
18;49,125
19;48,5
20;48,5
21;48,875
22;48,5
23;48,5
24;48,5
25;48,375
26;48,5
27;48,5
28;48,5
29;48,5
30;48,5
31;48,5
32;48,5
33;48,5
34;48,5
35;48,375
36;47,5
37;48,25
38;48,5
39;48,5
40;48,5
41;48,5
42;48,5
43;48,5
44;48,5
45;48
46;48,375
47;48,5
48;47,875
49;48,5
50;47,75
51;48,5
52;48,5
53;48,125
54;48,5
55;47,875
56;48,125
57;48
58;47,5
59;47,75
60;48
61;47,5
62;47,5
63;48
64;48
65;47,5
66;47,5
67;47,5
68;47,5
69;47,5
70;47,5
71;47,5
72;47,5
73;47,5
74;47,5
75;47
76;46,625
77;46,5
78;46,5
79;46,5
80;46,5
81;46,5
82;46,5
83;46,5
84;46,5
85;46,375
86;46,375
87;46,25
88;45,625
89;46
90;46
91;45,5
92;45,5
93;45,5
94;45,75
95;45,5
96;45,5
97;45,375
98;44,875
99;45,125
100;45,5
101;45,375
102;45,25
103;44,875
104;45,5
105;45,25
106;45,125
107;44,875
108;45
109;45
110;44,5
111;44,75
112;45
113;44,5
114;44,375
115;44,5
116;44,25
117;44
118;44
119;44
120;44
121;44
122;43,875
123;44
124;44
125;43,5
126;44
127;44
128;43,5
129;44
130;43,625
131;43,5
132;44
133;43,625
134;43,5
135;43,625
136;43,5
137;43,5
138;43,5
139;43,5
140;43,5
141;43,5
142;43,5
143;43,5
144;43,5
145;43,5
146;43,5
147;43,125
148;43,5
149;43
150;43,375
151;43
152;42,625
153;43
154;42,875
155;43
156;43
157;42,75
158;43
159;42,5
160;43
161;42,75
162;43
163;43
164;42,5
165;43
166;42,5
167;43
168;42,5
169;42,5
170;42,875
171;42,5
172;43
173;42,5
174;43
175;42,5
176;43
177;42,5
178;42,5
179;42,5
180;42,5
181;42,5
182;42,5
183;42,5
184;42,5
185;42,5
186;42,5
187;42,5
188;42,5
189;42,5
190;42
191;42,5
192;42
193;42,5
194;42
195;42,25
196;42
197;42,25
198;42
199;42,125
200;42
201;41,75
202;42
203;42
204;42
205;42
206;42
207;42
208;42
209;42
210;42
211;42
212;42
213;42
214;42
215;42
216;42
217;42
218;42
219;42
220;42
221;42
222;41,5
223;42
224;41,5
225;41,75
226;41,5
227;41,875
228;41,5
229;42
230;41,5
231;41,75
232;41,5
233;42
234;41,5
235;41,875
236;41,5
237;42
238;41,5
239;41,875
240;41,5
241;41,75
242;41,5
243;41,5
244;41,5
245;41,5
246;41,5
247;41,5
248;41,5
249;41,375
250;41,5
251;29
252;41,25
253;41,5
254;41,125
255;41,5
256;41,5
257;41,5
258;41,25
259;41,5
260;41,5
261;41,5
262;41,25
263;41,375
264;41,5
265;41,5
266;41,5
267;41
268;41,5
269;41
270;41,5
271;41
272;41
273;41
274;41
275;41
276;41
277;41
278;41
279;41
280;41
281;41
282;41
283;41
284;41
285;41
286;41
287;41
288;41
289;41
290;41
291;41
292;41
293;41
294;41
295;41
296;41
297;40,875
298;41
299;41
300;40,5
301;41
302;41
303;40,5
304;41
305;41
306;40,5
307;41
308;41
309;40,5
310;41
311;41
312;40,5
313;40,75
314;41
315;40,5
316;40,5
317;41
318;40,375
319;40,5
320;40,5
321;40,125
322;40,25
323;40,5
324;40,5
325;40
326;40,25
327;40,375
328;40
329;39,875
330;40
331;40
332;40,125
333;40
334;40
335;40
336;40,125
337;39,875
338;40
339;40
340;40
341;39,75
342;40
343;40
344;40
345;39,75
346;40
347;40
348;40
349;40
350;40
351;40
352;40
353;40
354;39,5
355;40
356;40
357;40
358;40
359;39,5
360;39,75
361;40
362;40
363;39,5
364;39,5
365;39,875
366;40
367;40
368;39,5
369;39,5
370;39,5
371;39,5
372;39,875
373;39,875
374;39,5
375;39,5
376;39,5
377;39,5
378;39,625
379;39,25
380;39,375
381;39,5
382;39,5
383;39,5
384;39,5
385;39
386;39,125
387;39
388;39,5
389;39,5
390;39,5
391;39
392;39
393;39
394;39
395;39
396;39,375
397;39
398;39
399;39
400;39
401;39
402;39
403;38,875
404;39
405;39
406;39
407;39
408;39
409;39
410;38,5
411;38,75
412;39
413;39
414;28,375
415;38,5
416;38,5
417;38,5
418;39
419;39
420;39
421;39
422;39
423;38,5
424;38,5
425;38,5
426;38,5
427;38,875
428;39
429;39
430;38,5
431;38,5
432;38,5
433;38,5
434;38,5
435;38,5
436;38,5
437;38,375
438;38,125
439;38
440;38,375
441;38,375
442;38,375
443;38,5
444;38,5
445;38,5
446;38
447;38
448;38
449;38
450;38
451;38
452;38,25
453;38,5
454;38
455;38
456;38
457;38
458;38
459;38
460;38
461;38
462;38
463;37,5
464;38
465;38
466;38
467;38
468;38
469;38
470;38
471;38
472;37,5
473;37,5
474;37,5
475;37,5
476;37,625
477;38
478;38
479;38
480;38
481;37,5
482;37,5
483;37,5
484;37,5
485;37,5
486;37,5
487;37,5
488;37,5
489;37,5
490;37,5
491;37
492;37
493;37
494;37,125
495;37,375
496;37,5
497;37,5
498;37,5
499;37,5
500;37,5
501;37
502;37
503;37
504;37
505;37
506;37
507;37
508;37
509;37
510;37
511;36,625
512;37
513;37
514;37
515;37
516;37
517;37
518;37
519;29
520;36,875
521;36,5
522;36,5
523;36,5
524;36,5
525;36,5
526;36,625
527;36,5
528;36,5
529;36,625
530;36,875
531;37
532;36,5
533;36,5
534;36,5
535;36,5
536;36,5
537;36,5
538;36,5
539;36,5
540;36,5
541;36,5
542;36,5
543;36
544;36
545;36
546;36
547;36
548;36,125
549;36,25
550;36,25
551;36,375
552;36,375
553;36,375
554;36,25
555;36
556;36
557;36
558;36
559;36
560;36
561;36
562;36
563;36
564;36
565;36
566;36
567;36
568;35,5
569;35,625
570;35,75
571;35,875
572;36
573;36
574;36
575;36
576;36
577;36
578;36
579;36
580;36
581;35,5
582;35,5
583;35,5
584;35,5
585;35,5
586;35,5
587;35,5
588;35,5
589;35,5
590;35,5
591;35,5
592;35,5
593;35,5
594;35
595;35
596;35,125
597;35,25
598;35
599;35,5
600;35,5
601;35,5
602;35,5
603;35,5
604;35,5
605;35,5
606;35,5
607;35,375
608;35
609;35
610;35
611;35
612;35
613;35
614;35
615;35
616;35
617;35
618;35
619;35
620;35
621;34,625
622;34,875
623;35
624;35
625;35
626;35
627;35
628;35
629;35
630;35
631;35
632;35
633;35
634;35
635;34,5
636;34,5
637;34,5
638;34,5
639;30
640;35
641;35
642;34,875
643;35
644;35
645;35
646;35
647;35
648;34,5
649;34,5
650;34,5
651;34,5
652;34,5
653;34,5
654;34,5
655;34,5
656;34,5
657;34,5
658;34,5
659;34,5
660;34,5
661;34,5
662;34,75
663;34
664;34,5
665;34,5
666;34,5
667;34,5
668;34,5
669;34,5
670;34,5
671;34,5
672;34,5
673;34,5
674;34,5
675;34,5
676;34,5
677;34
678;34
679;34
680;34
681;34
682;34
683;34
684;34
685;34
686;34
687;34
688;34,125
689;34,5
690;34,25
691;34,5
692;34
693;34
694;34
695;34
696;34
697;34
698;34
699;34
700;34
701;34
702;34
703;34
704;34
705;34
706;34
707;33,5
708;33,5
709;33,625
710;33,625
711;33,625
712;33,625
713;33,875
714;33,875
715;34
716;34
717;34
718;34
719;34
720;34
721;34
722;33,5
723;33,5
724;33,5
725;33,5
726;33,5
727;33,5
728;33,5
729;33,5
730;33,5
731;33,5
732;33,5
733;33,5
734;33,75
735;34
736;34
737;33,5
738;33,5
739;33,5
740;33,5
741;33,5
742;33,5
743;33,5
744;33,5
745;33,5
746;33,5
747;33,5
748;33,5
749;33,5
750;33,5
751;33,5
752;33,5
753;33,25
754;33
755;33
756;33
757;33,25
758;33,5
759;33,5
760;33,5
761;33,5
762;33,25
763;33,25
764;33,5
765;33,5
766;33,5
767;33,5
768;33,5
769;33
770;33
771;33
772;33
773;33
774;33
775;33,5
776;33,125
777;33,5
778;33
779;33
780;33
781;33,5
782;33,375
783;33,5
784;33,375
785;33
786;33
787;33
788;33
789;33
790;33
791;33
792;33
793;33
794;33
795;33
796;33
797;33
798;33
799;33
800;33
801;33
802;33
803;33
804;33
805;33
806;33
807;33
808;33
809;33
810;33
811;33
812;33
813;33
814;33
815;33
816;32,5
817;32,5
818;32,5
819;32,75
820;32,75
821;32,875
822;32,875
823;32,875
824;33
825;33
826;33
827;33
828;33
829;33
830;33
831;33
832;32,5
833;32,5
834;32,5
835;32,5
836;32,5
837;32,5
838;32,5
839;32,5
840;32,5
841;32,5
842;32,5
843;32,75
844;32,875
845;32,875
846;33
847;33
848;32,5
849;32,5
850;32,5
851;32,5
852;32,5
853;32,5
854;32,5
855;32,5
856;32,5
857;32,5
858;32,5
859;32,5
860;32,5
861;32,5
862;32,5
863;32,5
864;32,5
865;32
866;32
867;32,125
868;32
869;32,375
870;32,5
871;32,5
872;32,5
873;32,25
874;32,5
875;32,5
876;32,5
877;32,5
878;32,5
879;32,5
880;32,5
881;32,125
882;32
883;32
884;32
885;32
886;32
887;32
888;32,25
889;32
890;32
891;32,125
892;32,125
893;32,375
894;32,5
895;32,5
896;32,5
897;32,25
898;32
899;32
900;32
901;32
902;32
903;32
904;32
905;32
906;32
907;32
908;32
909;32
910;32
911;32
912;32
913;32
914;32
915;32
916;32
917;32
918;32
919;32
920;32
921;32
922;27,25
923;32
924;32
925;32
926;32
927;32
928;32
929;32
930;32
931;32
932;32
933;32
934;32
935;32
936;32
937;32
938;32
939;32
940;32
941;32
942;32
943;32
944;32
945;32
946;32
947;32
948;32
949;31,625
950;31,875
951;32
952;32
953;32
954;32
955;32
956;32
957;32
958;32
959;32
960;32
961;32
962;32
963;32
964;32
965;32
966;32
967;31,5
968;31,5
969;31,5
970;31,5
971;31,5
972;31,5
973;31,75
974;31,5
975;31,625
976;31,625
977;31,75
978;31,75
979;32
980;32
981;32
982;32
983;32
984;32
985;31,5
986;31,5
987;31,5
988;31,5
989;31,5
990;31,5
991;31,5
992;31,5
993;31,5
994;31,5
995;31,5
996;31,5
997;31,5
998;31,5
999;31,625
1000;31,5
1001;31,5
1002;31,5
1003;31,125
1004;31,5
1005;31,5
1006;31,125
1007;31,5
1008;31,5
1009;31,5
1010;31,5
1011;31,5
1012;31,5
1013;31,5
1014;31,5
1015;31,5
1016;31,5
1017;31,5
1018;31,5
1019;31,5
1020;31,5
1021;31
1022;31
1023;31
1024;31
1025;31
1026;31,125
1027;31,125
1028;31,125
1029;31,125
1030;31,125
1031;31,25
1032;31,125
1033;31,375
1034;31,25
1035;31,375
1036;31,5
1037;31,5
1038;31,375
1039;31,5
1040;31
1041;31
1042;31
1043;31
1044;31
1045;31
1046;31
1047;31
1048;31
1049;31
1050;31
1051;31
1052;31
1053;31
1054;31
1055;31
1056;31
1057;31
1058;31
1059;31
1060;31
1061;31
1062;31
1063;31
1064;31
1065;31
1066;31
1067;31
1068;31
1069;31
1070;31
1071;31
1072;31
1073;31
1074;31
1075;31
1076;31
1077;31
1078;31
1079;31
1080;31
1081;31
1082;31
1083;32
1084;31
1085;31
1086;31
1087;31
1088;31
1089;31
1090;31
1091;31
1092;31
1093;31
1094;30,75
1095;30,875
1096;31
1097;30,875
1098;30,875
1099;31
1100;31
1101;30,875
1102;31
1103;31
1104;31
1105;31
1106;31
1107;31
1108;31
1109;31
1110;31
1111;31
1112;30,875
1113;30,5
1114;30,5
1115;30,5
1116;30,5
1117;30,5
1118;30,5
1119;30,5
1120;30,5
1121;30,5
1122;30,5
1123;30,5
1124;30,625
1125;30,5
1126;30,5
1127;30,625
1128;30,625
1129;30,625
1130;30,75
1131;31
1132;30,5
1133;30,5
1134;30,5
1135;30,5
1136;30,25
1137;30,5
1138;30,5
1139;30,5
1140;30,5
1141;30,5
1142;30,5
1143;30,5
1144;30,5
1145;30,5
1146;30,5
1147;30,5
1148;30,5
1149;30,5
1150;30,5
1151;30,25
1152;30
1153;30
1154;30
1155;30
1156;30
1157;30,375
1158;30
1159;30
1160;30
1161;30
1162;30
1163;30
1164;30,25
1165;30,125
1166;30,125
1167;30,25
1168;30,25
1169;30,25
1170;30,5
1171;30
1172;30
1173;30
1174;30
1175;30
1176;30
1177;30
1178;30
1179;30
1180;30
1181;30
1182;30
1183;30
1184;30
1185;30
1186;30
1187;30
1188;30
1189;30
1190;30
1191;30
1192;30
1193;30
1194;30
1195;30
1196;30
1197;30
1198;30
1199;30
1200;30
1201;30
1202;30
1203;30
1204;30
1205;30
1206;30
1207;30
1208;30
1209;30
1210;30
1211;30
1212;30
1213;30
1214;29,875
1215;30
1216;30
1217;30
1218;30
1219;30
1220;30
1221;30
1222;30
1223;30
1224;30
1225;30
1226;30
1227;30
1228;30
1229;30
1230;30
1231;30
1232;30
1233;30
1234;29,75
1235;29,5
1236;29,875
1237;29,625
1238;29,875
1239;29,875
1240;30
1241;30
1242;30
1243;30
1244;30
1245;30
1246;30
1247;30
1248;30
1249;30
1250;30
1251;30
1252;30
1253;30
1254;30
1255;29,75
1256;29,5
1257;33
1258;29,5
1259;29,5
1260;29,5
1261;29,5
1262;29,5
1263;29,5
1264;29,5
1265;29,5
1266;29,5
1267;29,5
1268;29,5
1269;29,5
1270;29,5
1271;29,5
1272;29,5
1273;29,5
1274;29,5
1275;29,375
1276;29
1277;29,125
1278;29
1279;29
1280;29,25
1281;29
1282;29,125
1283;29,125
1284;29,25
1285;29,125
1286;29,25
1287;29,25
1288;29,25
1289;29,25
1290;29,5
1291;29,5
1292;29,375
1293;29,375
1294;29,5
1295;29,375
1296;29,375
1297;29
1298;29
1299;29
1300;29
1301;29
1302;29
1303;29
1304;29
1305;29
1306;29
1307;29
1308;29
1309;29
1310;29
1311;29
1312;29
1313;29
1314;29
1315;29
1316;29
1317;29
1318;29
1319;29
1320;29
1321;29
1322;29
1323;29
1324;29
1325;29
1326;29
1327;29
1328;29
1329;29
1330;29
1331;29
1332;29
1333;29
1334;29
1335;29
1336;29
1337;29
1338;29
1339;29
1340;29
1341;29
1342;29
1343;29
1344;29
1345;29
1346;29
1347;29
1348;29
1349;29
1350;29
1351;29
1352;29
1353;29
1354;29
1355;29
1356;29
1357;29
1358;29
1359;29
1360;29
1361;29
1362;29
1363;29
1364;29
1365;29
1366;29
1367;29
1368;29
1369;29
1370;29
1371;29
1372;29
1373;29
1374;29
1375;29
1376;29
1377;29
1378;29
1379;29
1380;29
1381;29
1382;29
1383;29
1384;29
1385;29
1386;29
1387;29
1388;29
1389;29
1390;29
1391;29
1392;29
1393;28,875
1394;28,875
1395;29
1396;29
1397;29
1398;29
1399;29
1400;29
1401;29
1402;28,875
1403;29
1404;28,75
1405;29
1406;29
1407;29
1408;29
1409;29
1410;29
1411;29
1412;29
1413;29
1414;29
1415;29
1416;29
1417;29
1418;29
1419;29
1420;29
1421;29
1422;29
1423;29
1424;28,875
1425;28,875
1426;28,875
1427;28,875
1428;28,625
1429;28,625
1430;28,5
1431;28,5
1432;28,5
1433;28,5
1434;28,5
1435;28,5
1436;28,5
1437;28,5
1438;28,5
1439;28,5
1440;28,5
1441;28,5
1442;28,625
1443;28,875
1444;33
1445;28,875
1446;29
1447;28,875
1448;28,875
1449;28,625
1450;28,875
1451;28,625
1452;28,5
1453;28,625
1454;28,375
1455;28,375
1456;28,375
1457;28,5
1458;28,5
1459;28,25
1460;28,375
1461;28,375
1462;28,5
1463;28,375
1464;28,5
1465;28,5
1466;28,5
1467;28,5
1468;28,5
1469;28,5
1470;28,5
1471;28,5
1472;28,375
1473;28,5
1474;28,5
1475;28,375
1476;28,375
1477;28,25
1478;28,375
1479;28,5
1480;28,375
1481;28,375
1482;28,375
1483;28,5
1484;28,25
1485;28,25
1486;28,375
1487;28,375
1488;28,375
1489;28,5
1490;28,375
1491;28,25
1492;28,375
1493;28,375
1494;28,375
1495;28,375
1496;28
1497;28,25
1498;28,375
1499;28,125
1500;28
1501;28,125
1502;28,125
1503;28,375
1504;28,375
1505;28,125
1506;28,125
1507;28,25
1508;28,25
1509;28
1510;28,125
1511;28,25
1512;28,375
1513;28
1514;28,125
1515;28,125
1516;28,375
1517;28,5
1518;28,25
1519;28,375
1520;28,25
1521;28,5
1522;28,5
1523;28,125
1524;28,25
1525;28,375
1526;28,25
1527;28,5
1528;28,375
1529;28,125
1530;28
1531;28,125
1532;28,25
1533;28,125
1534;28,25
1535;28,125
1536;28,125
1537;28,125
1538;28,125
1539;28,125
1540;28,25
1541;28
1542;28
1543;28
1544;28,125
1545;28
1546;28,25
1547;28,125
1548;28,125
1549;28
1550;28,5
1551;28,125
1552;28,125
1553;28,125
1554;28
1555;28
1556;28
1557;28,125
1558;28,125
1559;28
1560;28
1561;28,125
1562;28
1563;28,125
1564;28
1565;28
1566;28
1567;28,125
1568;28
1569;28
1570;28,125
1571;28
1572;28
1573;28
1574;28
1575;28
1576;28,125
1577;28
1578;28,125
1579;28,125
1580;28,25
1581;28
1582;28
1583;28,125
1584;28
1585;28
1586;28,125
1587;28
1588;28
1589;28,125
1590;28
1591;28
1592;28,25
1593;28,125
1594;28,125
1595;28,125
1596;28
1597;28
1598;28,125
1599;28
1600;28,125
1601;28,25
1602;28
1603;28,125
1604;28
1605;28,25
1606;28
1607;28,25
1608;28,125
1609;28,125
1610;28,125
1611;28,25
1612;28,25
1613;28,125
1614;28,25
1615;28
1616;28,125
1617;28,25
1618;28,25
1619;28,25
1620;28,375
1621;28,25
1622;28
1623;28,125
1624;28
1625;28,375
1626;28,25
1627;28
1628;28
1629;28,125
1630;28,125
1631;28,375
1632;28,125
1633;28,125
1634;28
1635;28,125
1636;28
1637;28,125
1638;28
1639;28
1640;28
1641;28
1642;28,125
1643;28,125
1644;28,125
1645;28,25
1646;28,125
1647;28
1648;28
1649;28
1650;28
1651;28
1652;28
1653;28,125
1654;28
1655;28
1656;28
1657;28
1658;28
1659;28
1660;28,125
1661;28
1662;28
1663;28
1664;28
1665;28
1666;28
1667;28,125
1668;28,125
1669;28,125
1670;28
1671;28
1672;28
1673;28,125
1674;28
1675;28
1676;28,125
1677;28
1678;28
1679;28
1680;28
1681;28
1682;28,125
1683;28
1684;28,125
1685;28
1686;28
1687;28
1688;28
1689;28,125
1690;28
1691;28
1692;28
1693;28,125
1694;28
1695;28
1696;28
1697;28
1698;28
1699;28
1700;28
1701;28
1702;28
1703;28
1704;28
1705;28
1706;28
1707;28
1708;28
1709;28
1710;28
1711;28
1712;28
1713;28
1714;28
1715;28
1716;28
1717;28
1718;28
1719;28
1720;28
1721;28
1722;28
1723;28
1724;28
1725;28
1726;28
1727;28
1728;28
1729;28
1730;28
1731;28
1732;28
1733;28
1734;28,125
1735;28
1736;28
1737;28
1738;28
1739;28
1740;28
1741;28
1742;28
1743;28
1744;28,125
1745;28
1746;28
1747;28
1748;28
1749;28
1750;28
1751;28
1752;28,125
1753;28
1754;28
1755;28
1756;28
1757;28
1758;28
1759;28
1760;28
1761;28
1762;28
1763;28
1764;28
1765;28
1766;28
1767;28
1768;28
1769;28
1770;28
1771;28
1772;28
1773;28
1774;28
1775;28
1776;28
1777;28
1778;28
1779;28
1780;28
1781;28
1782;28
1783;28
1784;28
1785;28
1786;28
1787;28
1788;28
1789;28
1790;28
1791;28
1792;28
1793;28
1794;28
1795;28
1796;28
1797;28
1798;28
1799;28
1800;28
1801;28
1802;28
1803;28
1804;28
1805;28
1806;28,125
1807;28
1808;28
1809;28
1810;28
1811;28
1812;28
1813;28
1814;28
1815;28
1816;28
1817;28
1818;28
1819;28
1820;28
1821;28
1822;28
1823;28
1824;28
1825;28
1826;28
1827;28
1828;28
1829;28
1830;28
1831;28
1832;28
1833;28,125
1834;28
1835;28
1836;28
1837;28
1838;28
1839;28
1840;28
1841;28
1842;28
1843;28
1844;28
1845;28
1846;28
1847;28
1848;28
1849;28
1850;28
1851;28
1852;28
1853;28
1854;28
1855;28
1856;28
1857;28
1858;28
1859;28
1860;28
1861;28
1862;28
1863;28
1864;28
1865;28
1866;28
1867;28
1868;28
1869;28
1870;28
1871;28
1872;28
1873;28
1874;28
1875;28
1876;28
1877;28
1878;28
1879;28
1880;28,125
1881;28
1882;34,625
