densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;24.6;si, punto eyeccion;1,00E-05;10;10cc49C;nan;15;?;49.6;18-07-2016 0:00;28.6;49;21;1600
