densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;25.6;si, punto eyeccion;5,00E-06;10.2;5cc53C;nan;18;?;53.1;19-07-2016 0:00;27.3;52;33;600
