;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;8,13333333333334;0,01;0,002;0,012;0,03
2;25,80000000000001;0,02;0,005;0,025;0,066
3;53,033333333333346;0,03;0,008;0,038;0,07
4;77,90000000000002;0,04;0,01;0,05;0,08
5;109,16666666666667;0,05;0,011000000000000001;0,061;0,092
6;140,7;0,06;0,013000000000000001;0,073;0,10099999999999999
7;174,63333333333333;0,07;0,013999999999999999;0,084;0,111
8;216,46666666666664;0,08;0,015;0,095;0,124
9;254,96666666666664;0,09;0,016;0,106;0,134
10;304,46666666666664;0,1;0,017;0,11699999999999999;0,145
11;358,1333333333333;0,11;0,018000000000000002;0,128;0,154
12;409,1333333333333;0,12;0,02;0,14;0,162
13;464,83333333333337;0,13;0,021;0,151;0,174
14;517,0333333333333;0,14;0,023;0,163;0,18
15;567,6333333333333;0,15;0,024;0,174;0,188
16;624,3;0,16;0,026000000000000002;0,18600000000000003;0,195
17;682,3;0,17;0,027000000000000003;0,19699999999999998;0,20199999999999999
18;745,6333333333333;0,18;0,027999999999999997;0,20800000000000002;0,21
19;794,9666666666667;0,19;0,03;0,22;0,212
20;861,6333333333333;0,2;0,031;0,231;0,218
21;921,1333333333333;0,21;0,033;0,243;0,222
22;984,4333333333333;0,22;0,035;0,255;0,23
23;1050,6000000000001;0,23;0,036000000000000004;0,266;0,23600000000000002
24;1116,1000000000001;0,24;0,038;0,278;0,242
25;1196,1000000000001;0,25;0,04;0,29;0,25
26;1269,6000000000001;0,26;0,042;0,302;0,254
27;1363,1000000000001;0,27;0,044000000000000004;0,314;0,26
28;1465,1000000000001;0,28;0,046;0,326;0,264
29;1609,6000000000001;0,29;0,048;0,33799999999999997;0,27
