Nombre exp;fecha;exp #;uso manjar #;caudal ;temperatura maxima;temperatura ambiente;angulo inclinacion;densidad manjar (t ambiente);volumen total eyectado teorico;obs;pixeles;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo;perfil: largo;perfil: espesor;FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9;FLIR: rango 10
Q+T;aa/mm/dd;[1,2,3];[1,2];[m3/s];[°C];[°C];[°];[kg/m3];[m3];[string];razon;[s];[m];[m];[m];[m];[m];[m];[s];[pixeles];1;2;3;4;5;6;7;8;9;10
